Número Solicitação;Código Cliente;Razão Social;Pontuação;Cód. Bônus;Desc. Bônus;Moeda do Bônus;Data Geração;Data Expiração
C08110002909;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;245;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08110002909;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;210;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08110002909;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;306;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08110002909;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;49;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08110002909;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;49;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08110002909;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;49;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08110002909;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;40;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08110002909;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;108;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08110002909;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;108;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08110002909;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;26;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;750;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;630;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;540;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;300;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;200;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;150;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;200;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;230;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;60;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;147;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;147;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;147;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;120;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;506;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;1248;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;190;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;312;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;165;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;495;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;24;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;40;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
C08120001026;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;0;00003;Pontuação VAR - Sul;P;23/01/2009;21/01/2019
